icao,iata,name,city,country,latitude,longitude,timezone
ZYBA,DBC,Baicheng Chang'an Airport,,China,45.50528,123.019722,
HCMB,BIB,Baidoa Airport,,Somalia,3.102134,43.627441,
CYBC,YBC,Baie Comeau Airport,,Canada,49.1325,-68.204399,
KBGE,BGE,Bainbridge Decatur County Airport,,United States,30.972855,-84.635307,
YBNS,BSJ,Bairnsdale Airport,,Australia,-37.887501,147.567993,
ZGBS,AEB,Baise Bama Airport,,China,23.719469,106.967773,
ZYBS,NBS,Baishan Changbaishan Airport,,China,42.088055,127.548889,
WATB,BJW,Bajawa Turelelo Soa Airport,,Indonesia,-8.7125,121.0625,
VNBG,BJH,Bajhang Airport,,Nepal,29.538364,81.183578,
VNBR,BJU,Bajura Airport,,Nepal,29.502832,81.668304,
WBGO,BKM,Bakelalan Airport,,Malaysia,3.973691,115.617157,
KBKE,BKE,Baker City Municipal Airport,,United States,44.837299,-117.808998,
CYBK,YBK,Baker Lake Airport,,Canada,64.298882,-96.077698,
KBFL,BFL,Bakersfield Meadows Field Airport,,United States,35.433861,-119.056999,
UBBB,GYD,Baku Heydar Aliyev International Airport,,Azerbaijan,40.467499,50.046661,
AGGE,BAS,Balalae,,Solomon Islands,-6.99111,155.88559,
MPPA,BLB,Balboa Panama Pacifico International Airport,,Panama,8.914011,-79.598091,
YBLC,LCN,Balcanoona Airport,,Australia,-30.534555,139.33754,
YBGO,BQW,Balgo Hill Airport,,Australia,-20.153719,127.977119,
LTBF,BZI,Balikesir Airport,,Turkey,39.619251,27.925949,
WALL,BPN,Balikpapan Sepinggan Airport,,Indonesia,-1.26827,116.894402,
UAAH,BXH,Balkhash Airport,,Kazakhstan,46.893299,75.004997,
YBLT,QLB,Ballarat Airport,,Australia,-37.509186,143.794495,
YLLE,BBL,Ballera Airport,,Australia,-27.408333,141.808334,
YBNA,BNK,Ballina Byron Gateway Airport,,Australia,-28.833799,153.5625,
SCBA,BBA,Balmaceda Airport,,Chile,-45.916,-71.6894,
YBRN,BZD,Balranald Airport,,Australia,-34.623352,143.577362,
SNBS,BSS,Balsas Airport,,Brazil,-7.525711,-46.052944,
KMTN,MTN,Baltimore Martin State Airport,,United States,39.321667,-76.411667,
KBWI,BWI,Baltimore Washington International Airport,,United States,39.175362,-76.668297,
EDWZ,BMR,Baltrum Airport,,Germany,53.724724,7.373333,
OIKM,BXR,Bam Airport,,Iran,29.084208,58.449783,
YNPE,ABM,Bamaga Northern Peninsula Airport,,Australia,-10.945702,142.454697,
GABS,BKO,Bamako Senou International Airport,,Mali,12.53354,-7.94994,
EDQA,QCB,Bamberg Breitenau Airport,,Germany,49.921146,10.915216,
FKKV,BPC,Bamenda Airport,,Cameroon,6.039239,10.12263,
VLHS,HOE,Ban Houeisay Airport,,Laos,20.260511,100.436783,
WITT,BTJ,Banda Aceh International Airport,,Indonesia,5.523522,95.420372,
OIKB,BND,Bandar Abbas International Airport,,Iran,27.218309,56.37785,
WILL,TKG,Bandar Lampung Radin Inten II Airport,,Indonesia,-5.242863,105.179253,
OIBL,BDH,Bandar Lengeh Airport,,Iran,26.532,54.824841,
WICC,BDO,Bandung Husein Sastranegara International Airport,,Indonesia,-6.90062,107.576202,
VTBD,DMK,Bangkok Don Mueang International Airport,,Thailand,13.9125,100.606697,
VTBS,BKK,Bangkok Suvarnabhumi Airport,,Thailand,13.6811,100.7472,
KBGR,BGR,Bangor International Airport,,United States,44.807442,-68.828102,
FEFF,BGF,Bangui Airport,,Central African Republic,4.398475,18.51878,
LQBK,BNX,Banja Luka International Airport,,Bosnia And Herzegovina,44.941441,17.297501,
WAOO,BDJ,Banjarmasin Syamsudin Noor Airport,,Indonesia,-3.44235,114.762497,
GBYD,BJL,Banjul International Airport,,Gambia,13.33796,-16.652201,
YSBK,BWU,Bankstown Airport,,Australia,-33.9244,150.988297,
ZPBS,BSD,Baoshan Yunduan Airport,,China,25.055182,99.16143,
ZBOW,BAV,Baotou Erliban Airport,,China,40.55999,109.996902,
KDLL,QDL,Baraboo Wisconsin Dells Airport,,United States,43.522129,-89.770317,
MDBH,BRX,Barahona Maria Montez International Airport,,Dominican Republic,18.251459,-71.120399,
TAPB,BBQ,Barbuda International Airport,,Antigua And Barbuda,17.621096,-61.798176,
YBAR,BCI,Barcaldine Airport,,Australia,-23.559168,145.301941,
LEBL,BCN,Barcelona El Prat Airport,,Spain,41.29707,2.078463,
SVBC,BLA,Barcelona Jose Antonio Anzoategui International Airport,,Venezuela,10.10713,-64.689102,
LFMR,BAE,Barcelonnette Saint Pons Airport,,France,44.387161,6.609078,
SWBC,BAZ,Barcelos Airport,,Brazil,-0.98118,-62.918777,
KBRY,BRY,Bardstown Samuels Field Airport,,United States,37.814301,-85.499603,
ENDU,BDU,Bardufoss Airport,,Norway,69.055748,18.54035,
VIBY,BEK,Bareilly Airport,,India,28.422232,79.450691,
LIBD,BRI,Bari Karol Wojtyla Airport,,Italy,41.138527,16.760633,
YBRY,BYP,Barimunya Airport,,Australia,-22.673889,119.166115,
SVBI,BNS,Barinas Airport,,Venezuela,8.619575,-70.220802,
WBGZ,BBN,Bario Airport,,Malaysia,3.736944,115.469398,
VGBR,BZL,Barisal Airport,,Bangladesh,22.798943,90.301445,
UNBB,BAX,Barnaul Airport,,Russia,53.36377,83.538528,
KBNL,BNL,Barnwell Regional Airport,,United States,33.262321,-81.386368,
SVBM,BRM,Barquisimeto Jacinto Lara International Airport,,Venezuela,10.04274,-69.358597,
EGPR,BRR,Barra Airport,,United Kingdom,57.024841,-7.448879,
SBBW,BPG,Barra do Garcas Airport,,Brazil,-15.8613,-52.388802,
SKEJ,EJA,Barrancabermeja Yariguies Airport,,Colombia,7.024331,-73.806801,
SKBQ,BAQ,Barranquilla Ernesto Cortissoz International Airport,,Colombia,10.88946,-74.780602,
KMPV,MPV,Barre Montpelier Edward F Knapp State Airport,,United States,44.200516,-72.563248,
SNBR,BRA,Barreiras Airport,,Brazil,-12.073056,-45.008331,
SSRS,BRB,Barreirinhas Airport,,Brazil,-2.756628,-42.802662,
SNBA,BAT,Barretos Chafei Amsei State Airport,,Brazil,-20.58502,-48.594852,
CYLS,YLK,Barrie Lake Simcoe Regional Airport,,Canada,44.48605,-79.555603,
YBWX,BWB,Barrow Island Airport,,Australia,-20.864401,115.405998,
EGNL,BWF,Barrow-in-Furness Walney Island Airport,,United Kingdom,54.131161,-3.26366,
KDAG,DAG,Barstow Daggett Airport,,United States,34.852608,-116.788826,
PABA,BTI,Barter Island LRRS Airport,,United States,70.131943,-143.623886,
KBVO,BVO,Bartlesville Municipal Airport,,United States,36.762501,-96.0112,
KBOW,BOW,Bartow Municipal Airport,,United States,27.943333,-81.783333,
RPUO,BSO,Basco Airport,,Philippines,20.453056,121.977776,
LFSB,BSL,Basel Mulhouse-Freiburg EuroAirport,,France,47.5989,7.5283,
ORMM,BSR,Basra International Airport,,Iraq,30.549061,47.66214,
TKPK,SKB,Basseterre Robert L. Bradshaw International Airport,,Saint Kitts And Nevis,17.31119,-62.718601,
LFKB,BIA,Bastia Poretta Airport,,France,42.549999,9.484722,
FGBT,BSG,Bata Airport,,Equatorial Guinea,1.900837,9.804973,
UEBB,BQJ,Batagay Airport,,Russia,67.648888,134.695007,
WIDD,BTH,Batam Hang Nadim Airport,,Indonesia,1.121028,104.118698,
KBVX,BVX,Batesville Regional Airport,,United States,35.7262,-91.647301,
VIBT,BUP,Bathinda Airport,,India,30.2701,74.755798,
CZBF,ZBF,Bathurst Airport,,Canada,47.629719,-65.7388,
YBTH,BHS,Bathurst Airport,,Australia,-33.400002,149.649994,
LTCJ,BAL,Batman Airport,,Turkey,37.928959,41.116581,
DABT,BLJ,Batna International Airport,,Algeria,35.759167,6.3225,
KBTR,BTR,Baton Rouge Metropolitan Airport,,United States,30.5329,-91.149803,
ENBS,BJF,Batsfjord Airport,,Norway,70.600273,29.692499,
VCCB,BTC,Batticaloa International Airport,,Sri Lanka,7.705388,81.67762,
KBTL,BTL,Battle Creek Kalamazoo International Airport,,United States,42.307301,-85.251503,
KBAM,BAM,Battle Mountain Airport,,United States,40.599747,-116.875999,
WAOC,BTW,Batu Licin Airport,,Indonesia,-3.41241,115.995003,
UGSB,BUS,Batumi International Airport,,Georgia,41.610271,41.599689,
WAAB,BUW,Bau-Bau Betoambari Airport,,Indonesia,-5.48687,122.569,
DNBA,BCU,Bauchi Airport,,Nigeria,10.294393,9.815755,
KBDE,BDE,Baudette International Airport,,United States,48.728382,-94.612091,
SBAE,JTC,Bauru Arealva Airport,,Brazil,-22.157778,-49.068333,
EDAB,QEB,Bautzen Airport,,Germany,51.193542,14.519808,
KBYY,BBC,Bay City Regional Airport,,United States,28.97315,-95.863335,
KHSA,QSS,Bay St. Louis Stennis International Airport,,United States,30.366703,-89.45446,
ZBYZ,RLK,Bayannur Tianjitai Airport,,China,40.926388,107.738892,
UAOL,BXY,Baykonur Krayniy Airport,,Kazakhstan,45.621822,63.210751,
EDQD,BYU,Bayreuth Bindlacher Berg Airport,,Germany,49.984421,11.63856,
KHPY,HPY,Baytown Airport,,United States,29.785995,-94.952606,
ZUBZ,BZX,Bazhong Enyang Airport,,China,31.738056,106.64389,
YBGB,BEE,Beagle Bay Airport,,Australia,-17.0165,122.6464,
CNE3,XBE,Bearskin Lake Airport,,Canada,53.950001,-90.98333,
KBIE,BIE,Beatrice Municipal Airport,,United States,40.299999,-96.75,
KARW,BFT,Beaufort County Airport,,United States,32.410831,-80.635002,
KMRH,QNM,Beaufort Michael J. Smith Field Airport,,United States,34.73159,-76.659531,
KBPT,BPT,Beaumont Jack Brooks Regional Airport,,United States,29.95083,-94.020599,
KBMT,BMT,Beaumont Municipal Airport,,United States,30.0707,-94.215797,
LFGF,QFG,Beaune Challanges Airport,,France,47.007076,4.894066,
PAWB,WBQ,Beaver Airport,,United States,66.362198,-147.406998,
KBVI,BFP,Beaver County Airport,,United States,40.772499,-80.391403,
DAOR,CBH,Bechar Boudghene Ben Ali Lotfi Airport,,Algeria,31.645412,-2.279816,
KBKW,BKW,Beckley Raleigh County Memorial Airport,,United States,37.784916,-81.125198,
KBED,BED,Bedford Hanscom Field,,United States,42.469952,-71.289001,
YBIE,BEU,Bedourie Airport,,Australia,-24.345043,139.459488,
TUPJ,EIS,Beef Island Terrance B. Lettsome Airport,,Virgin Islands British,18.44483,-64.5429,
LLBS,BEV,Beersheba Airport,,Israel,31.286837,34.72298,
LLNV,VTM,Beersheba Nevatim Airbase,,Israel,31.2083,35.012299,
HLLQ,LAQ,Beida Al Abraq International Airport,,Libya,32.788612,21.964167,
ZGBH,BHY,Beihai Fucheng Airport,,China,21.53944,109.2938,
ZBAA,PEK,Beijing Capital International Airport,,China,40.084152,116.592735,
ZBAD,PKX,Beijing Daxing International Airport,,China,39.509167,116.410553,
FQBR,BEW,Beira Airport,,Mozambique,-19.7964,34.907551,
OLBA,BEY,Beirut Rafic Hariri International Airport,,Lebanon,33.82093,35.48838,
LPBJ,BYJ,Beja International Airport,,Portugal,38.078888,-7.9325,
DAAE,BJA,Bejaia Soummam Airport,,Algeria,36.71199,5.069922,
UESG,BGN,Belaya Gora Airport,,Russia,68.556946,146.234726,
SBBE,BEL,Belem Val de Cans International Airport,,Brazil,-1.37925,-48.4762,
EGAC,BHD,Belfast City George Best Airport,,United Kingdom,54.61805,-5.8725,
EGAA,BFS,Belfast International Airport,,United Kingdom,54.657501,-6.21583,
VOBM,IXG,Belgaum Airport,,India,15.85928,74.618294,
UUOB,EGO,Belgorod International Airport,,Russia,50.639999,36.59,
LYBE,BEG,Belgrade Nikola Tesla Airport,,Serbia,44.818439,20.30913,
MZBZ,BZE,Belize City Philip S. W. Goldson International Airport,,Belize,17.539141,-88.308197,
MZBE,TZA,Belize City Sir Barry Bowen Municipal Airport,,Belize,17.516512,-88.194695,
CBBC,ZEL,Bella Bella Campbell Island Airport,,Canada,52.183739,-128.155624,
CYBD,QBC,Bella Coola Airport,,Canada,52.387501,-126.595833,
KACB,ACB,Bellaire Antrim County Airport,,United States,44.988602,-85.198402,
YBEB,BXF,Bellburn Airport,,Australia,-17.545,128.304993,
LFEA,BIC,Belle Ile En Mer Airport,,France,47.325184,-3.201334,
KBLV,BLV,Belleville MidAmerica St. Louis Airport,,United States,38.54517,-89.835098,
YBLU,QBU,Bellevue Airport,,Australia,-27.612551,120.594467,
KBLI,BLI,Bellingham International Airport,,United States,48.79269,-122.537003,
AGGB,BNY,Bellona Anua Airport,,Solomon Islands,-11.302054,159.798065,
LIDB,BLX,Belluno Airport,,Italy,46.166378,12.250014,
KBLM,BLM,Belmar Monmouth Executive Airport,,United States,40.186668,-74.124443,
SBBH,PLU,Belo Horizonte Pampulha Airport,,Brazil,-19.851101,-43.9506,
SBCF,CNF,Belo Horizonte Tancredo Neves International Airport,,Brazil,-19.634266,-43.968307,
USHQ,EYK,Beloyarsk Airport,,Russia,63.683056,66.68306,
PABG,BVU,Beluga Airport,,United States,61.172283,-151.043472,
EGHJ,BBP,Bembridge Airport,,United Kingdom,50.678055,-1.109444,
KBJI,BJI,Bemidji Regional Airport,,United States,47.509998,-94.93,
GMMB,GMD,Ben Slimane Airport,,Morocco,33.655556,-7.221389,
YBLA,BLN,Benalla Airport,,Australia,-36.551899,146.007004,
EGPL,BEB,Benbecula Airport,,United Kingdom,57.48111,-7.36277,
KBDN,QSN,Bend Municipal Airport,,United States,44.095383,-121.200256,
YBDG,BXG,Bendigo Airport,,Australia,-36.739399,144.330002,
VOBL,BLR,Bengaluru Kempegowda International Airport,,India,13.198889,77.705559,
HLLB,BEN,Benghazi Benina International Airport,,Libya,32.095215,20.26874,
WIGG,BKS,Bengkulu Fatmawati Soekarno Airport,,Indonesia,-3.8637,102.338997,
FZNP,BNC,Beni Airport,,Democratic Republic Of The Congo,0.576373,29.47238,
GMMD,BEM,Beni Mellal Airport,,Morocco,32.400002,-6.316667,
DNBE,BNI,Benin Airport,,Nigeria,6.316981,5.599503,
KBEH,BEH,Benton Harbor Southwest Michigan Regional Airport,,United States,42.128601,-86.428497,
KVBT,QTV,Bentonville Municipal Airport,,United States,36.345627,-94.219337,
KXNA,XNA,Bentonville Northwest Arkansas National Airport,,United States,36.28186,-94.306801,
TVSB,BQU,Bequia J.F. Mitchell Airport,,Saint Vincent And The Grenadines,12.9884,-61.262001,
HCMI,BBO,Berbera Airport,,Somalia,10.38916,44.941101,
CYBV,YBV,Berens River Airport,,Canada,52.358696,-97.021408,
ENBR,BGO,Bergen Flesland Airport,,Norway,60.293381,5.218142,
EHWO,WOE,Bergen op Zoom Woensdrecht Air Base Airport,,Netherlands,51.4491,4.34203,
LFBE,EGC,Bergerac Dordogne Perigord Airport,,France,44.824429,0.520525,
ENBV,BVG,Berlevag Airport,,Norway,70.871384,29.034161,
EDDB,BER,Berlin Brandenburg Airport,,Germany,52.362877,13.503722,
TXKF,BDA,Bermuda L.F. Wade International Airport,,Bermuda,32.36404,-64.678703,
LSZB,BRN,Bern Airport,,Switzerland,46.914101,7.497153,
FKKO,BTA,Bertoua Airport,,Cameroon,4.548611,13.72611,
NGBR,BEZ,Beru Airport,,Kiribati,-1.35472,176.006897,
USHB,EZV,Beryozovo Airport,,Russia,63.924583,65.044853,
LFQM,QYB,Besancon La Veze Airport,,France,47.2066,6.08368,
URMO,OGZ,Beslan Airport,,Russia,43.205002,44.606667,
KEKY,QSY,Bessemer Airport,,United States,33.312534,-86.926369,
PABE,BET,Bethel Airport,,United States,60.77977,-161.837997,
PABT,BTT,Bettles Airport,,United States,66.91394,-151.529007,
YBEE,QBB,Beverley Airport,,Australia,-30.18965,139.555725,
KBVY,BVY,Beverly Regional Airport,,United States,42.584202,-70.916496,
LFMU,BZR,Beziers Cap d'Agde Airport,,France,43.323421,3.353397,
VNCG,BDP,Bhadrapur Airport,,Nepal,26.570801,88.079597,
VYBM,BMO,Bhamo Banmaw Airport,,Myanmar (Burma),24.268354,97.249054,
VNBP,BHR,Bharatpur Airport,,Nepal,27.678049,84.429443,
VABV,BHU,Bhavnagar Airport,,India,21.752199,72.185181,
VNBJ,BHP,Bhojpur Airport,,Nepal,27.14739,87.051117,
VABP,BHO,Bhopal Raja Bhoj Airport,,India,23.28746,77.337372,
VEBS,BBI,Bhubaneswar Biju Patnaik International Airport,,India,20.24436,85.81778,
VABJ,BHJ,Bhuj Airport,,India,23.287821,69.670143,
WABB,BIK,Biak Frans Kaisiepo Airport,,Indonesia,-1.19001,136.107895,
EPBP,BXP,Biala Podlaska Airport,,Poland,52.003056,23.143612,
EPBK,QPY,Bialystok Krywlany Airport,,Poland,53.104107,23.177633,
LFBZ,BIQ,Biarritz Pays Basque Airport,,France,43.468391,-1.523171,
VOBR,IXX,Bidar Airport,,India,17.908081,77.487144,
EDLI,BFE,Bielefeld Airport,,Germany,51.964722,8.544444,
LILE,QIC,Biella Cerrione Airport,,Italy,45.495239,8.102928,
KRQB,WBR,Big Rapids Roben Hood Airport,,United States,43.724476,-85.504463,
KBPG,HCA,Big Spring Mc Mahon Wrinkle Airport,,United States,32.214962,-101.521271,
CYTL,YTL,Big Trout Lake Airport,,Canada,53.817501,-89.896896,
ZUBJ,BFJ,Bijie Feixiong Airport,,China,27.266666,105.479164,
VIBK,BKB,Bikaner Nal Airport,,India,28.070601,73.207199,
VEBU,PAB,Bilaspur Airport,,India,21.988333,82.111115,
LEBB,BIO,Bilbao Airport,,Spain,43.30109,-2.9106,
BIBD,BIU,Bildudalur Airport,,Iceland,65.641388,-23.54611,
YBIL,BIW,Billiluna Airport,,Australia,-19.565607,127.674767,
KBIL,BIL,Billings Logan International Airport,,United States,45.808586,-108.539894,
EKBI,BLL,Billund Airport,,Denmark,55.740318,9.151778,
YBLE,ZBL,Biloela Airport,,Australia,-24.320505,150.510651,
KBIX,BIX,Biloxi Keesler Air Force Base,,United States,30.411135,-88.923882,
WADB,BMU,Bima Sultan Muhammad Salahudin Airport,,Indonesia,-8.53964,118.687302,
LTCU,BGG,Bingol Airport,,Turkey,38.861111,40.592499,
WBGB,BTU,Bintulu Airport,,Malaysia,3.12385,113.020401,
VNVT,BIR,Biratnagar Airport,,Nepal,26.484159,87.264442,
KZ91,KBC,Birch Creek Airport,,United States,66.27504,-145.817902,
YBDV,BVI,Birdsville Airport,,Australia,-25.898333,139.343338,
OIMB,XBJ,Birjand International Airport,,Iran,32.898048,59.266109,
EGBB,BHX,Birmingham Airport,,United Kingdom,52.45385,-1.74802,
KBHM,BHM,Birmingham Shuttlesworth International Airport,,United States,33.563629,-86.756027,
OEBH,BHH,Bisha Domestic Airport,,Saudi Arabia,19.98435,42.62088,
UCFM,FRU,Bishkek Manas International Airport,,Kyrgyzstan,43.061298,74.477547,
KBIH,BIH,Bishop Eastern Sierra Regional Airport,,United States,37.3731,-118.363998,
DAUB,BSK,Biskra Airport,,Algeria,34.793282,5.738231,
KBIS,BIS,Bismarck Municipal Airport,,United States,46.774479,-100.758209,
GGOV,OXB,Bissau Osvaldo Vieira International Airport,,Guinea-Bissau,11.8947,-15.6536,
EDRB,BBJ,Bitburg Airport,,Germany,49.945332,6.565,
CCE4,YBI,Black Tickle Airport,,Canada,53.469398,-55.785,
YBCK,BKQ,Blackall Airport,,Australia,-24.4277,145.428604,
EGLK,BBS,Blackbushe Airport,,United Kingdom,51.323879,-0.8475,
EGNH,BLK,Blackpool International Airport,,United Kingdom,53.772106,-3.038085,
KBCB,BCB,Blacksburg Virginia Tech Montgomery Executive Airport,,United States,37.2076,-80.407799,
YBTR,BLT,Blackwater Airport,,Australia,-23.602255,148.806091,
UHBB,BQS,Blagoveshchensk Ignatyevo Airport,,Russia,50.425388,127.412399,
KBTA,QST,Blair Executive Airport,,United States,41.414906,-96.109062,
KBDG,BDG,Blanding Municipal Airport,,United States,37.583233,-109.483215,
FWCL,BLZ,Blantyre Chileka International Airport,,Malawi,-15.67901,34.973969,
NZWB,BHE,Blenheim Woodbourne Airport,,New Zealand,-41.517879,173.868546,
WADY,BWX,Blimbingsari Airport,,Indonesia,-8.31,114.340279,
KBID,BID,Block Island Airport,,United States,41.169434,-71.579613,
FABL,BFN,Bloemfontein Airport,,South Africa,-29.092699,26.302441,
LFOQ,QYO,Blois Le Breuil Airport,,France,47.678616,1.208735,
BIBL,BLO,Blonduos Airport,,Iceland,65.644997,-20.2875,
KBMI,BMI,Bloomington Central Illinois Regional Airport,,United States,40.477112,-88.915901,
KBMG,BMG,Bloomington Monroe County Airport,,United States,39.139999,-86.610001,
KTRI,TRI,Blountville Tri-Cities Regional Airport,,United States,36.47522,-82.407402,
KBLF,BLF,Bluefield Mercer County Airport,,United States,37.295696,-81.20771,
MNBL,BEF,Bluefields Airport,,Nicaragua,11.99096,-83.774002,
SSBL,BNU,Blumenau Airport,,Brazil,-26.830715,-49.093758,
KBLH,BLH,Blythe Airport,,United States,33.616505,-114.716782,
KBYH,BYH,Blytheville Arkansas International Airport,,United States,35.96434,-89.943901,
GFBO,KBS,Bo Airport,,Sierra Leone,7.95,-11.767,
SBBV,BVB,Boa Vista International Airport,,Brazil,2.846311,-60.689999,
GVBA,BVC,Boa Vista Rabil Airport,,Cape Verde,16.13653,-22.8888,
KBCT,BCT,Boca Raton Airport,,United States,26.3785,-80.107597,
MPBO,BOC,Bocas Del Toro International Airport,,Panama,9.340853,-82.250801,
UIKB,ODO,Bodaybo Airport,,Russia,57.860001,114.239998,
ENBO,BOO,Bodo Airport,,Norway,67.269157,14.36527,
LTFE,BJV,Bodrum Milas Airport,,Turkey,37.25061,27.66431,
SKBO,BOG,Bogota El Dorado International Airport,,Colombia,4.703056,-74.138298,
UNKB,BGS,Boguchany Airport,,Russia,58.380486,97.472481,
YBOI,GIC,Boigu Island Airport,,Australia,-9.233333,142.21666,
KBOI,BOI,Boise Airport,,United States,43.564362,-116.222,
OIMN,BJB,Bojnord Airport,,Iran,37.489719,57.308849,
VLBK,BOR,Bokeo International Airport,,Laos,20.323614,100.165146,
UTDT,KQT,Bokhtar International Airport,,Tajikistan,37.866337,68.864517,
VYBP,VBP,Bokpyin Airport,,Myanmar (Burma),11.157364,98.734207,
ZWBL,BPL,Bole Alashankou Airport,,China,44.895,82.299721,
LIPE,BLQ,Bologna Guglielmo Marconi Airport,,Italy,44.535439,11.28866,
LIPB,BZO,Bolzano Airport,,Italy,46.46019,11.32638,
TNCB,BON,Bonaire Flamingo International Airport,,Netherlands,12.13104,-68.268501,
MNBZ,BZA,Bonanza San Pedro Airport,,Nicaragua,14.032597,-84.624352,
CYVB,YVB,Bonaventure Airport,,Canada,48.07111,-65.460281,
SBDB,BYO,Bonito Airport,,Brazil,-21.247299,-56.452499,
EDKB,QCH,Bonn Hangelar Airport,,Germany,50.76889,7.163333,
CYBF,YBY,Bonnyville Airport,,Canada,54.299999,-110.739998,
YBGD,OCM,Boolgeeda Airport,,Australia,-22.540001,117.275002,
UNIP,TGP,Bor Podkamennaya Tunguska Airport,,Russia,61.59,89.979446,
NTTB,BOB,Bora Bora Airport,,French Polynesia,-16.4443,-151.751007,
SWBR,RBB,Borba Airport,,Brazil,-4.40634,-59.602402,
LFBD,BOD,Bordeaux Merignac Airport,,France,44.828609,-0.71527,
DATM,BMW,Bordj Badji Mokhtar Airport,,Algeria,21.377148,0.923503,
KBGD,BGD,Borger Hutchinson County Airport,,United States,35.700901,-101.393997,
EDWR,BMK,Borkum Airport,,Germany,53.595501,6.709167,
ESSD,BLE,Borlange Dala Airport,,Sweden,60.422009,15.51521,
EKRN,RNN,Bornholm Airport,,Denmark,55.063259,14.75955,
RPVW,BPA,Borongan Airport,,Philippines,11.67484,125.479462,
YBRL,BOX,Borroloola Airport,,Australia,-16.07567,136.302704,
HCMF,BSA,Bosaso Airport,,Somalia,11.283333,49.150002,
OABT,BST,Bost Airport,,Afghanistan,31.55901,64.36409,
